Numero;categoria
7418;['UNIÃO FEDERAL', 'ORÇAMENTO']
7420;['SISTEMA PENITENCIARIO']
7423;['EDUCAÇÃO', 'CIENCIA E TECNOLOGIA']
7422;['TRIBUTOS']
7419;['CERIMONIAL PUBLICO']
7421;['LEGISLAÇÃO TRABALHISTA']
7417;['GASTOS PUBLICOS']
7413;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
7414;['CULTURA']
7415;['EDUCAÇÃO']
7412;['TRIBUTOS']
7416;['EDUCAÇÃO']
7410;['EXECUTIVO', 'PESSOAL']
7411;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
7407;['EXECUTIVO', 'ADMINISTRAÇÃO INDIRETA']
7409;['UNIÃO FEDERAL', 'ORÇAMENTO']
7408;['EXECUTIVO', 'ADMINISTRAÇÃO INDIRETA']
7406;['EXECUTIVO', 'PESSOAL']
7404;['POLITICA DO MEIO AMBIENTE']
7403;['POLITICA ENERGETICA']
7405;['POLITICA SOCIAL', 'POLITICA DO MEIO AMBIENTE']
7395;['EXECUTIVO', 'PESSOAL']
7402;['RECURSOS HIDRICOS']
7398;['ATO INTERNACIONAL']
7397;['EDUCAÇÃO']
7400;['ATO INTERNACIONAL']
7399;['REPRESENTAÇÃO EXTERNA']
7396;['ATO INTERNACIONAL']
7401;['REPRESENTAÇÃO EXTERNA']
7393;['POLITICA SOCIAL', 'DIREITOS HUMANOS']
7394;['TRIBUTOS']
7391;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
7392;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
7388;['DIREITOS HUMANOS']
7390;['POLITICA DO MEIO AMBIENTE']
7389;['TRIBUTOS', 'POLITICA INDUSTRIAL']
7387;['CULTURA']
7386;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
7385;['SAUDE PUBLICA', 'EDUCAÇÃO']
7384;['ATO INTERNACIONAL']
7383;['POLITICA AGRICOLA']
7381;['POLITICA NACIONAL', 'TURISMO']
7382;['POLITICA ENERGETICA']
7376;['REPRESENTAÇÃO EXTERNA']
7379;['ADMINISTRAÇÃO FEDERAL', 'COMUNICAÇÃO SOCIAL']
7378;['POLITICA DO MEIO AMBIENTE']
7380;['PROGRAMA NACIONAL DE DESESTATIZAÇÃO']
7377;['ATO INTERNACIONAL']
7375;['ORÇAMENTO', 'EMPRESA ESTATAL']
7374;['POLITICA CULTURAL']
7370;['EXECUTIVO', 'PESSOAL']
7369;['POLITICA ECONOMICO FINANCEIRA']
7372;['EXECUTIVO', 'ADMINISTRAÇÃO FINANCEIRA']
7371;['EXECUTIVO', 'DELEGAÇÃO DE COMPETENCIA']
7373;['POLITICA DE DESENVOLVIMENTO', 'TURISMO']
7368;['POLITICA MONETARIA']
7366;['POLITICA HABITACIONAL']
7367;['TRIBUTOS', 'POLITICA ECONOMICO FINANCEIRA']
7365;['INSTITUIÇÃO FINANCEIRA OFICIAL']
7364;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
7363;['CONCESSÃO HONORIFICA']
7361;['EXECUTIVO', 'ADMINISTRAÇÃO INDIRETA']
7362;['ATO INTERNACIONAL']
7360;['DEFENSORIA PUBLICA', 'PESSOAL']
7359;['HOMENAGEM POSTUMA']
7358;['POLITICA SOCIAL']
7357;['POLITICA SOCIAL']
7356;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
7354;['FORÇAS ARMADAS', 'PESSOAL MILITAR']
7355;['POLITICA ENERGETICA']
7353;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
7352;['EDUCAÇÃO']
7351;['POLITICA AGRICOLA']
7349;['REPRESENTAÇÃO EXTERNA']
7345;['ATO INTERNACIONAL']
7346;['REPRESENTAÇÃO EXTERNA']
7344;['ATO INTERNACIONAL']
7350;['REPRESENTAÇÃO EXTERNA']
7348;['REPRESENTAÇÃO EXTERNA']
7347;['REPRESENTAÇÃO EXTERNA']
7343;['POLITICA DO MEIO AMBIENTE']
7342;['POLITICA ENERGETICA']
7341;['POLITICA FUNDIARIA']
7340;['POLITICA DO MEIO AMBIENTE']
7339;['POLITICA AGRICOLA']
7337;['ENSINO SUPERIOR']
7338;['EDUCAÇÃO']
7336;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
7335;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
7331;['PREVIDENCIA SOCIAL']
7334;['POLITICA SOCIAL']
7333;['SEGUROS', 'COMERCIO EXTERIOR']
7332;['POLITICA SOCIAL']
7330;['TRIBUTOS']
7328;['ATO INTERNACIONAL']
7324;['POLITICA ENERGETICA']
7327;['ATO INTERNACIONAL']
7326;['ATO INTERNACIONAL']
7329;['ATO INTERNACIONAL']
7325;['ATO INTERNACIONAL']
7323;['TRIBUTOS']
7322;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
7321;['UNIÃO FEDERAL', 'ORÇAMENTO']
7317;['POLITICA ENERGETICA']
7319;['TRIBUTOS']
7318;['SEGURANÇA PUBLICA']
7320;['INDUSTRIAL', 'TRIBUTOS']
7316;['POLITICA SOCIAL']
7310;['POLITICA ECONOMICO FINANCEIRA']
7314;['PREVIDENCIA PRIVADA']
7305;['FORÇAS ARMADAS', 'PESSOAL MILITAR']
7309;['POLITICA DO MEIO AMBIENTE']
7312;['ENSINO', 'PESSOAL']
7304;['EXECUTIVO', 'PESSOAL']
7313;['UNIÃO FEDERAL', 'ORÇAMENTO']
7307;['DIREITOS HUMANOS']
7306;['FORÇAS ARMADAS']
7308;['ADMINISTRAÇÃO FEDERAL']
7311;['EXECUTIVO', 'PESSOAL']
7315;['COMERCIO EXTERIOR', 'TRIBUTOS']
7303;['POLITICA CULTURAL']
7302;['POLITICA DO MEIO AMBIENTE', 'DESENVOLVIMENTO SUSTENTAVEL']
7301;['EXECUTIVO', 'PESSOAL']
7300;['POLITICA SOCIAL']
7297;['TRIBUTOS', 'POLITICA INDUSTRIAL']
7298;['REPRESENTAÇÃO EXTERNA']
7296;['POLITICA ENERGETICA', 'TRIBUTOS']
7299;['EXECUTIVO', 'PESSOAL']
7295;['POLITICA ECONOMICO FINANCEIRA']
7294;['DEFESA NACIONAL']
7293;['TRIBUTOS']
7283;['ATO INTERNACIONAL']
7287;['REPRESENTAÇÃO EXTERNA']
7284;['ATO INTERNACIONAL']
7282;['ATO INTERNACIONAL']
7292;['POLICIA MILITAR', 'CORPO DE BOMBEIROS', 'REGULAMENTO']
7290;['ATO INTERNACIONAL']
7288;['REPRESENTAÇÃO EXTERNA']
7281;['ATO INTERNACIONAL']
7285;['REPRESENTAÇÃO EXTERNA']
7291;['ATO INTERNACIONAL']
7289;['ATO INTERNACIONAL']
7286;['REPRESENTAÇÃO EXTERNA']
7280;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
7279;['POLITICA ECONOMICO FINANCEIRA']
7277;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
7278;['POLITICA ECONOMICO FINANCEIRA']
7273;['ATO INTERNACIONAL']
7271;['ATO INTERNACIONAL']
7269;['ATO INTERNACIONAL']
7268;['ATO INTERNACIONAL']
7276;['DEFESA NACIONAL', 'ORGANIZAÇÃO ADMINISTRATIVA']
7275;['ATO INTERNACIONAL']
7272;['POLITICA SOCIAL', 'SAUDE PUBLICA']
7274;['EDUCAÇÃO', 'DEFESA NACIONAL']
7270;['ATO INTERNACIONAL']
7267;['PROGRAMA NACIONAL DE DESESTATIZAÇÃO']
7266;['REPRESENTAÇÃO EXTERNA']
7265;['REPRESENTAÇÃO EXTERNA']
7264;['PREVIDENCIA SOCIAL']
7263;['ATO INTERNACIONAL']
7261;['EXECUTIVO', 'PESSOAL']
7262;['EXECUTIVO', 'PESSOAL']
7260;['DIVIDA ATIVA', 'DEFESA NACIONAL']
7259;['ATO INTERNACIONAL']
7258;['EMPRESA PUBLICA', 'OLIMPIADAS']
7255;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
7256;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
7257;['POLITICA SOCIAL', 'CALAMIDADE PUBLICA']
7253;['ARMAMENTO', 'EMPRESA ESTRANGEIRA']
7254;['POLITICA DO MEIO AMBIENTE']
7251;['ATO INTERNACIONAL']
7250;['ATO INTERNACIONAL']
7248;['ATO INTERNACIONAL']
7252;['ATO INTERNACIONAL']
7249;['ATO INTERNACIONAL']
7247;['UNIÃO FEDERAL', 'ORÇAMENTO']
7245;['FORÇAS ARMADAS', 'PESSOAL MILITAR']
7246;['POLITICA ENERGETICA']
7244;['EMPRESA PUBLICA', 'ORGANIZAÇÃO ADMINISTRATIVA']
7240;['ATO INTERNACIONAL']
7239;['ATO INTERNACIONAL']
7242;['REPRESENTAÇÃO EXTERNA']
7241;['REPRESENTAÇÃO EXTERNA']
7243;['TRIBUTOS', 'INFORMATICA']
7238;['EXECUTIVO', 'PESSOAL']
7237;['POLITICA SOCIAL']
7233;['UNIÃO FEDERAL', 'ORÇAMENTO']
7232;['ADMINISTRAÇÃO FEDERAL', 'PESSOAL']
7234;['EDUCAÇÃO']
7236;['PATRIMONIO PUBLICO']
7235;['BENEFICIO PESSOAL']
7231;['REGISTRO PUBLICO']
7230;['FORÇAS ARMADAS', 'PESSOAL MILITAR']
7229;['FORÇAS ARMADAS', 'PESSOAL MILITAR']
7226;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
7227;['ADMINISTRAÇÃO FEDERAL', 'PESSOAL']
7228;['EXECUTIVO', 'PESSOAL']
7225;['ATO INTERNACIONAL']
7224;['ATO INTERNACIONAL']
7221;['ELEIÇÕES', 'TRANSPARENCIA ADMINISTRATIVA']
7222;['TRIBUTOS']
7223;['PREVIDENCIA SOCIAL', 'REGULAMENTO']
7220;['DIREITOS SOCIAIS', 'FUNDO FINANCEIRO']
7219;['EDUCAÇÃO']
7218;['EMPRESA BINACIONAL', 'CAPITAL SOCIAL']
7217;['POLITICA DE SANEAMENTO BASICO', 'SAUDE PUBLICA']
7216;['AGROPECUARIA']
7215;['POLITICA AGRICOLA', 'POLITICA SOCIAL', 'POLITICA DO MEIO AMBIENTE']
7212;['LEGISLAÇÃO TRIBUTARIA']
7214;['PROGRAMA DE GOVERNO', 'CIDADANIA']
7213;['LEGISLAÇÃO ADUANEIRA', 'TRIBUTOS', 'COMERCIO EXTERIOR']
7210;['REPRESENTAÇÃO EXTERNA']
7206;['REPRESENTAÇÃO EXTERNA']
7208;['REPRESENTAÇÃO EXTERNA']
7207;['REPRESENTAÇÃO EXTERNA']
7211;['PROGRAMA DE DESENVOLVIMENTO']
7209;['REPRESENTAÇÃO EXTERNA']
7205;['INFRAESTRUTURA AEROPORTUARIA']
