Numero;categoria
3713;['SUPERINTENDENCIA DA ZONA FRANCA DE MANAUS  (SUFRAMA)']
3702;['MINISTERIO DA DEFESA', 'DELEGAÇÃO DE COMPETENCIA']
3708;['EXECUTIVO', 'PESSOAL']
3704;['TRIBUTOS']
3707;['EXECUTIVO', 'PESSOAL']
3709;['EXECUTIVO', 'PESSOAL']
3703;['INSTITUIÇÃO DE PESQUISA', 'ORGANIZAÇÃO SOCIAL']
3711;['EXECUTIVO', 'PESSOAL']
3710;['EXECUTIVO', 'PESSOAL']
3701;['PROGRAMA DE INCENTIVO', 'PRODUÇÃO AGROPECUARIA']
3705;['EXECUTIVO', 'PESSOAL']
3706;['EXECUTIVO', 'PESSOAL']
3712;['TRIBUTOS']
3700;['UNIÃO FEDERAL', 'ORÇAMENTO']
3699;['SERVIÇO PUBLICO', 'PESSOAL']
3698;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
3695;['SEGURANÇA NACIONAL']
3697;['LICITAÇÃO']
3696;['SISTEMA NACIONAL', 'COMBATE', 'DROGA']
3694;['AGROTOXICO']
3693;['LICITAÇÃO']
3692;['AGENCIA REGULADORA', 'ORGANIZAÇÃO ADMINISTRATIVA']
3691;['DEFICIENTE FISICO', 'BENEFICIO PESSOAL']
3690;['AERONAUTICA', 'CORPO DO PESSOAL GRADUADO DA AERONAUTICA  (CPGAER)', 'REGULAMENTO']
3689;['EMPRESA ESTATAL', 'DESPESA']
3687;['UNIÃO FEDERAL', 'ORÇAMENTO']
3686;['TRIBUTOS']
3688;['EXECUTIVO', 'PESSOAL']
3685;['ATO INTERNACIONAL']
3684;['TRIBUTOS']
3682;['MARINHA', 'DISTRITOS NAVAIS  (DN)']
3683;['TRIBUTOS', 'INCENTIVO FISCAL']
3681;['CONSELHO CIENTIFICO E TECNOLOGICO  (CCT)', 'REGIMENTO INTERNO']
3680;['MINISTERIO DA INTEGRAÇÃO NACIONAL', 'ORGANIZAÇÃO ADMINISTRATIVA']
3679;['MINISTERIO DO ESPORTE E TURISMO  (MET)', 'ORGANIZAÇÃO ADMINISTRATIVA']
3677;['EXECUTIVO', 'PESSOAL']
3678;['ATO INTERNACIONAL']
3676;['EXECUTIVO', 'PESSOAL']
3675;['MEDICAMENTOS', 'VIGILANCIA SANITARIA']
3673;['MINISTERIO DO DESENVOLVIMENTO AGRARIO', 'DELEGAÇÃO DE COMPETENCIA']
3672;['EXECUTIVO', 'PESSOAL']
3671;['EXECUTIVO', 'PESSOAL']
3674;['EXECUTIVO', 'PESSOAL']
3669;['EXECUTIVO', 'DELEGAÇÃO DE COMPETENCIA']
3670;['MINISTERIO DA DEFESA', 'DELEGAÇÃO DE COMPETENCIA']
3668;['PREVIDENCIA SOCIAL', 'REGULAMENTO']
3667;['INDULTO']
3666;['ATO INTERNACIONAL']
3665;['EXERCITO', 'PRODUTO CONTROLADO', 'REGULAMENTO']
3664;['PRODUTO AGRICOLA']
3663;['TRIBUTOS', 'REGIME ADUANEIRO']
3661;['PROGRAMA NACIONAL DE DESESTATIZAÇÃO']
3659;['BINGO']
3662;['UNIÃO FEDERAL', 'ORÇAMENTO']
