Numero;categoria
5327;['UNIÃO FEDERAL', 'ORÇAMENTO']
5329;['UNIÃO FEDERAL', 'ORÇAMENTO']
5326;['TRIBUTOS']
5328;['POLITICA CULTURAL']
5324;['MARINHA MERCANTE']
5325;['ATO INTERNACIONAL']
5323;['EXECUTIVO', 'PESSOAL']
5322;['UNIÃO FEDERAL', 'ORÇAMENTO']
5321;['EXECUTIVO', 'PESSOAL']
5319;['HOSPITAL DAS CLINICAS DE PORTO ALEGRE  (HCPA)', 'ESTATUTO']
5320;['PESCA', 'SUBVENÇÃO']
5317;['EMPRESA ESTATAL', 'GASTOS PUBLICOS']
5318;['ADMINISTRAÇÃO FEDERAL', 'PESSOAL']
5316;['UNIÃO FEDERAL', 'ORÇAMENTO']
5315;['SERVIÇO NACIONAL', 'COOPERATIVA', 'REGIMENTO']
5314;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
5313;['POLITICA SOCIAL']
5310;['TRIBUTOS']
5312;['POLITICA DO MEIO AMBIENTE']
5311;['LEI DOS ESTRANGEIROS', 'DOCUMENTO DE VIAGEM']
5308;['REPRESENTAÇÃO EXTERNA']
5309;['REPRESENTAÇÃO EXTERNA']
5307;['REPRESENTAÇÃO EXTERNA']
5306;['ATO INTERNACIONAL']
5305;['SAUDE PUBLICA', 'INSPEÇÃO SANITARIA']
5303;['Conselho Nacional de Segurança Alimentar (CONSEA)', 'ORGANIZAÇÃO ADMINISTRATIVA']
5302;['ATO INTERNACIONAL']
5304;['EMPRESA ESTATAL', 'GASTOS PUBLICOS']
5301;['DEFESA NACIONAL', 'INFORMAÇÃO SIGILOSA']
5299;['ENSINO FUNDAMENTAL']
5300;['GERENCIAMENTO COSTEIRO']
5298;['TRIBUTOS']
5297;['TRIBUTOS']
5295;['INDULTO']
5296;['POLITICA SOCIAL']
5293;['ATO INTERNACIONAL']
5292;['ATO INTERNACIONAL']
5294;['REPRESENTAÇÃO EXTERNA']
5291;['EMPRESA ESTATAL', 'GASTOS PUBLICOS']
5289;['SEGURANÇA PUBLICA']
5290;['PROGRAMA NACIONAL DE DESESTATIZAÇÃO']
5288;['POLITICA SOCIAL']
5287;['POLITICA ENERGETICA']
5286;['ADMINISTRAÇÃO FEDERAL', 'PESSOAL']
5285;['FUNDAÇÃO ALEXANDRE DE GUSMÃO  (FUNAG)', 'ESTATUTO']
5283;['SEGURANÇA NACIONAL']
5284;['ATO INTERNACIONAL']
5282;['TRIBUTOS']
5281;['TRIBUTOS']
5280;['ATO INTERNACIONAL']
5279;['DEPARTAMENTO DE POLICIA FEDERAL  (DPF)', 'PESSOAL']
