Numero;categoria
10195;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
10194;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
10196;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
10193;['ADMINISTRAÇÃO PUBLICA', 'CONTRATO', 'PESSOAL']
10191;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
10192;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
10190;['CULTURA']
10189;['EXECUÇÃO PENAL', 'SISTEMA PENITENCIARIO']
10187;['DESESTATIZAÇÃO']
10184;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
10183;['ADMINISTRAÇÃO PUBLICA', 'CONTRATO ADMINISTRATIVO']
10188;['PREVIDENCIA SOCIAL']
10186;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
10185;['EXECUTIVO', 'PESSOAL']
10180;['ORÇAMENTO']
10182;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
10181;['ORÇAMENTO']
10179;['EXECUTIVO']
10178;['POLITICA ECONOMICO FINANCEIRA']
10176;['ATO INTERNACIONAL']
10177;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
10175;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
10174;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
10173;['REGISTRO PUBLICO', 'ATIVIDADE COMERCIAL']
10169;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
10172;['EXECUTIVO', 'SERVIÇO SOCIAL AUTONOMO']
10171;['EXECUTIVO', 'PESSOAL', 'FORÇAS ARMADAS']
10170;['POLITICA NACIONAL', 'PESCA']
10165;['POLITICA FUNDIARIA']
10166;['REFORMA AGRARIA']
10164;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
10168;['ORÇAMENTO']
10167;['SEGURO PRIVADO']
10159;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
10162;['HOMENAGEM']
10158;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'SEGURANÇA PUBLICA']
10163;['ATO INTERNACIONAL']
10161;['BENS PUBLICOS', 'TRANSPORTE']
10160;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
10156;['ORGANIZAÇÃO ADMINISTRATIVA']
10157;['TRANSPORTE']
10155;['ORGANIZAÇÃO ADMINISTRATIVA', 'EXECUTIVO', 'PESSOAL']
10154;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
10153;['ADMINISTRAÇÃO PUBLICA']
10152;['DESENVOLVIMENTO REGIONAL']
10147;['DESESTATIZAÇÃO']
10150;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
10148;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
10151;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'EDUCAÇÃO']
10149;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
10146;['ADMINISTRAÇÃO INDIRETA']
10143;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
10145;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
10142;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
10138;['DESESTATIZAÇÃO']
10137;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
10140;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
10141;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
10144;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
10139;['EXECUTIVO', 'ATO NORMATIVO']
10136;['ORÇAMENTO']
10133;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'POLITICA SOCIAL']
10134;['DESESTATIZAÇÃO']
10127;['POLITICA SOCIAL', 'JUVENTUDE']
10131;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
10132;['ORÇAMENTO']
10128;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
10130;['SAUDE PUBLICA']
10129;['DESENVOLVIMENTO REGIONAL']
10118;['ATO INTERNACIONAL']
10124;['ORGANIZAÇÃO ADMINISTRATIVA']
10123;['ORGANIZAÇÃO ADMINISTRATIVA']
10126;['POLITICA FUNDIARIA']
10119;['UNIÃO FEDERAL', 'ORÇAMENTO']
10121;['ATO INTERNACIONAL', 'TRANSPORTE']
10122;['ORGANIZAÇÃO ADMINISTRATIVA']
10120;['ORÇAMENTO', 'DIREITO FINANCEIRO']
10115;['ATO INTERNACIONAL']
10114;['POLITICA ENERGETICA']
10116;['DESESTATIZAÇÃO']
10117;['DESESTATIZAÇÃO']
10111;['SEGURANÇA PUBLICA']
10113;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
10112;['POLITICA SOCIAL']
10110;['ORGANIZAÇÃO ADMINISTRATIVA', 'TRABALHO', 'EMPREGO']
10109;['ATO INTERNACIONAL']
10108;['EXECUTIVO', 'ADMINISTRAÇÃO INDIRETA']
10100;['TRIBUTOS']
10104;['ADMINISTRAÇÃO PUBLICA', 'DESESTATIZAÇÃO']
10090;['ATO INTERNACIONAL']
10101;['ADMINISTRAÇÃO PUBLICA', 'DESESTATIZAÇÃO']
10099;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'ADMINISTRAÇÃO INDIRETA']
10092;['ATO INTERNACIONAL']
10091;['ATO INTERNACIONAL']
10098;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'COMERCIO EXTERIOR']
10095;['ORGANIZAÇÃO ADMINISTRATIVA', 'CIENCIA E TECNOLOGIA']
10097;['ATO INTERNACIONAL']
10102;['MEIO AMBIENTE']
10094;['ORGANIZAÇÃO ADMINISTRATIVA', 'POLITICA SOCIAL']
10096;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
10089;['ATO INTERNACIONAL']
10093;['ADMINISTRAÇÃO PUBLICA', 'ESPORTE']
10105;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
10107;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
10103;['ADMINISTRAÇÃO PUBLICA', 'DESESTATIZAÇÃO']
10106;['ADMINISTRAÇÃO PUBLICA', 'DESESTATIZAÇÃO']
10087;['EXECUTIVO']
10088;['ATO INTERNACIONAL']
10085;['POLITICA SOCIAL']
10082;['EXECUTIVO', 'ADMINISTRAÇÃO INDIRETA']
10086;['EXECUTIVO']
10083;['SEGURANÇA PUBLICA']
10084;['POLITICA DO MEIO AMBIENTE', 'POLITICA FUNDIARIA']
10081;['BENS PUBLICOS']
10080;['SEGURIDADE SOCIAL']
10079;['UNIÃO FEDERAL', 'ORÇAMENTO']
10078;['POLITICA ENERGETICA']
10076;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
10075;['REPRESENTAÇÃO EXTERNA']
10073;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
10077;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
10072;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
10074;['POLITICA ECONOMICO FINANCEIRA', 'ORGANIZAÇÃO ADMINISTRATIVA']
10071;['ORGANIZAÇÃO ADMINISTRATIVA', 'AGRICULTURA']
10070;['ATO INTERNACIONAL']
10069;['POLITICA SOCIAL', 'ORGANIZAÇÃO ADMINISTRATIVA']
10068;['EXECUTIVO', 'PESSOAL']
10067;['DESESTATIZAÇÃO']
10066;['DESESTATIZAÇÃO']
10055;['DESESTATIZAÇÃO']
10061;['ATO INTERNACIONAL']
10054;['DESESTATIZAÇÃO']
10059;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
10063;['REGISTRO CIVIL', 'POLITICA SOCIAL']
10062;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'MEIO AMBIENTE']
