Numero;categoria
8950;['TRIBUTAÇÃO']
8948;['TRABALHO', 'EMPREGO']
8949;['ADMINISTRAÇÃO PUBLICA']
8947;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
8946;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
8942;['POLITICA ECONOMICO FINANCEIRA', 'EDUCAÇÃO']
8944;['CULTURA']
8945;['ADMINISTRAÇÃO INDIRETA']
8943;['POLITICA ECONOMICO FINANCEIRA']
8941;['ORÇAMENTO']
8940;['DIREITO PENAL']
8938;['SEGURANÇA PUBLICA']
8939;['ORÇAMENTO']
8935;['SEGURANÇA PUBLICA']
8936;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
8937;['ATO INTERNACIONAL']
8934;['SEGURANÇA PUBLICA']
8933;['ORÇAMENTO', 'EMPRESA ESTATAL']
8932;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
8931;['ORÇAMENTO', 'EMPRESA ESTATAL']
8930;['SAUDE']
8928;['SEGURANÇA PUBLICA']
8929;['POLITICA AGRARIA']
8926;['POLITICA ECONOMICO FINANCEIRA']
8927;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
8922;['FORÇAS ARMADAS', 'PESSOAL MILITAR']
8919;['ORÇAMENTO']
8925;['POLITICA ECONOMICO FINANCEIRA']
8921;['FORÇAS ARMADAS', 'PESSOAL MILITAR']
8924;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
8923;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
8920;['FORÇAS ARMADAS', 'PESSOAL MILITAR']
8918;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
8917;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
8916;['TRANSPORTE']
8914;['MEIO AMBIENTE']
8915;['UNIÃO FEDERAL', 'RECURSOS FINANCEIROS']
8913;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
8911;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
8907;['RECURSOS NATURAIS']
8909;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
8908;['ATO INTERNACIONAL']
8910;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
8912;['ATO INTERNACIONAL']
8906;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
8905;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
8904;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
8903;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'SEGURANÇA NACIONAL']
8901;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
8902;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
8900;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
8899;['AGRICULTURA', 'PORTOS']
8898;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
8897;['ADMINISTRAÇÃO INDIRETA', 'SISTEMA FINANCEIRO NACIONAL']
8896;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
8894;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
8895;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
8893;['MINAS', 'ENERGIA']
8890;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
8892;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
8891;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
8889;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
8888;['TRANSPORTE']
8886;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
8887;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
8885;['ORGANIZAÇÃO NÃO-GOVERNAMENTAL  (ONG)', 'CRUZ VERMELHA']
8884;['EXECUTIVO', 'PESSOAL']
8881;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
8879;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
8878;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
8883;['ORÇAMENTO', 'EMPRESA ESTATAL']
8882;['ATO INTERNACIONAL']
8880;['ATO INTERNACIONAL']
8877;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA', 'PESSOAL']
8876;['POLITICA ECONOMICO FINANCEIRA']
8875;['POLITICA DE TRANSPORTES', 'TRANSPORTE FERROVIARIO']
8873;['PROGRAMA NACIONAL DE DESESTATIZAÇÃO']
8874;['TRIBUTOS', 'POLITICA DE DESENVOLVIMENTO']
8872;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
8871;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
8869;['POLITICA NACIONAL', 'INFANCIA']
8870;['COMERCIO EXTERIOR']
8868;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
8867;['EXECUTIVO', 'ORGANIZAÇÃO ADMINISTRATIVA']
