,Word,Qtd_total,Qtd_interdocumental,stopword
1111,bndes,312,122,0
1112,exonerar,312,271,0
1113,federação,312,123,0
1114,tipo,312,172,0
1115,duzentos,312,173,0
1116,deliberar,311,172,0
1117,197,311,302,0
1118,tomar,310,208,0
1119,juro,310,148,0
1120,submeter,309,214,0
1121,remanescente,309,143,0
1122,atestar,308,154,0
1123,especificação,308,171,0
1124,cidadania,307,112,0
1125,inicial,307,150,0
1126,celebração,306,145,0
1127,etapa,306,114,0
1128,compensação,306,116,0
1129,imediatamente,306,183,0
1130,livrar,306,158,0
1131,consórcio,306,68,0
1132,prestador,306,96,0
1133,vinho,306,7,0
1134,nomeação,305,168,0
1135,dívida,305,143,0
1136,disponível,305,165,0
1137,apenas,305,213,0
1138,munição,305,36,0
1139,descrição,304,180,0
1140,consolidar,303,157,0
1141,terceiro,303,169,0
1142,187,303,303,0
1143,kv,303,22,0
1144,ocupar,302,155,0
1145,jus,302,147,0
1146,fornecedor,302,88,0
1147,drogar,302,48,0
1148,plenário,301,77,0
1149,formulação,301,182,0
1150,existência,301,184,0
1151,operador,301,87,0
1152,ativa,301,174,0
1153,hídrico,301,66,0
1154,beneficiar,300,152,0
1155,consolidação,300,132,0
1156,líquido,300,138,0
1157,aladi,300,264,0
1158,voluntário,300,105,0
1159,179,300,299,0
1160,iniciar,299,167,0
1161,requerer,299,189,0
1162,180,299,292,0
1163,proprietário,298,99,0
1164,consignar,297,229,0
1165,indicador,297,150,0
1166,demonstrar,297,217,0
1167,naval,297,53,0
1168,licitante,297,39,0
1169,supervisionar,296,176,0
1170,detalhar,296,260,0
1171,verificação,296,128,0
1172,constitucional,296,146,0
1173,115,296,291,0
1174,logístico,295,118,0
1175,66,295,248,0
1176,autárquico,295,125,0
1177,lista,295,118,0
1178,notificação,294,107,0
1179,113,294,279,0
1180,123,294,259,0
1181,exclusão,293,136,0
1182,sul,293,126,0
1183,microempresa,293,68,0
1184,eficiência,292,136,0
1185,seguridade,292,194,0
1186,crime,292,82,0
1187,ajustar,292,127,0
1188,189,291,291,0
1189,inspeção,290,86,0
1190,melhoria,289,179,0
1191,dispêndio,289,74,0
1192,registro,289,170,0
1193,orgânico,289,34,0
1194,situar,288,93,0
1195,opção,288,78,0
1196,escolher,287,144,0
1197,disponibilidade,287,219,0
1198,representativo,287,124,0
1199,34,287,188,0
1200,fornecimento,287,152,0
1201,cem,287,169,0
1202,alimentação,286,93,0
1203,prioritário,285,154,0
1204,guardar,285,114,0
1205,deliberativo,285,131,0
1206,privativo,285,61,0
1207,importador,285,76,0
1208,publicidade,284,129,0
1209,ofício,284,143,0
1210,projovem,284,4,0
1211,quinhentos,283,143,0
1212,embalagem,283,56,0
1213,tarifar,283,81,0
1214,quórum,282,145,0
1215,finar,282,224,0
1216,sanitário,282,112,0
1217,fundiário,281,47,0
1218,igualdade,281,109,0
1219,118,281,272,0
1220,suportar,280,173,0
1221,fundacional,280,117,0
1222,funcional,280,126,0
1223,liberdade,280,55,0
1224,domínio,279,112,0
1225,envolver,279,174,0
1226,alimento,279,53,0
1227,atendido,278,170,0
1228,faixar,278,88,0
1229,autarquia,278,150,0
1230,graduação,278,73,0
1231,pesqueiro,278,38,0
1232,10683,278,266,0
1233,metodologia,277,174,0
1234,cláusula,277,119,0
1235,causar,277,138,0
1236,custar,277,127,0
1237,recebido,276,183,0
1238,juventude,276,47,0
1239,contido,276,222,0
1240,121,276,269,0
1241,governança,275,78,0
1242,efetuada,275,173,0
1243,afim,275,66,0
1244,1981,275,238,0
1245,permanecer,275,176,0
1246,extensão,274,116,0
1247,horário,274,126,0
1248,internet,274,135,0
1249,onde,273,160,0
1250,missão,273,105,0
1251,índice,273,146,0
1252,previsão,272,162,0
1253,ocupação,272,78,0
1254,administrar,271,167,0
1255,estimular,271,148,0
1256,agropecuário,271,116,0
1257,judicial,271,132,0
1258,certidão,271,94,0
1259,prioridade,270,167,0
1260,desburocratização,270,79,0
1261,voltar,270,172,0
1262,impactar,270,114,0
1263,amparar,270,152,0
1264,florestal,269,49,0
1265,anuir,269,157,0
1266,provimento,269,109,0
1267,117,269,268,0
1268,adotar,268,189,0
1269,adequação,268,173,0
1270,195,268,259,0
1271,especialmente,267,197,0
1272,dentro,267,177,0
1273,fórum,267,88,0
1274,186,267,267,0
1275,sigilar,266,88,0
1276,lucrativo,266,108,0
1277,afastamento,266,107,0
1278,assinatura,266,153,0
1279,regularidade,266,137,0
1280,119,266,263,0
1281,185,266,265,0
1282,188,266,262,0
1283,dependente,266,110,0
1284,saldar,266,116,0
1285,equipar,265,93,0
1286,oriundo,265,162,0
1287,descrito,265,159,0
1288,pontuação,265,58,0
1289,subproduto,265,20,0
1290,bilião,264,113,0
1291,dentre,264,198,0
1292,concurso,264,86,0
1293,1025,264,201,0
1294,tributo,264,105,0
1295,preservação,263,122,0
1296,administrador,263,98,0
1297,assumir,263,166,0
1298,184,263,263,0
1299,alto,263,111,0
1300,agrícola,262,92,0
1301,externo,262,133,0
1302,efetuar,261,183,0
1303,setores,261,151,0
1304,articular,260,167,0
1305,cobrança,260,125,0
1306,descentralizar,259,137,0
1307,superintendência,259,138,0
1308,incorporação,259,119,0
1309,identidade,259,97,0
1310,posterior,258,193,0
1311,plataforma,258,57,0
1312,existir,257,225,0
1313,contribuir,257,161,0
1314,falto,256,136,0
1315,obedecer,256,172,0
1316,depósito,256,107,0
1317,125,256,248,0
1318,formular,255,169,0
1319,desportivo,255,40,0
1320,distribuir,255,176,0
1321,setorial,255,99,0
1322,xvii,255,183,0
1323,perante,255,157,0
1324,corresponder,255,183,0
1325,expresso,255,166,0
1326,ex,255,83,0
1327,residência,255,67,0
1328,8666,255,115,0
1329,128,255,252,0
1330,patrimonial,254,148,0
1331,compatível,254,162,0
1332,impedir,254,166,0
1333,preferencialmente,253,183,0
1334,ameaçar,253,83,0
1335,promovido,253,211,0
1336,determinação,253,131,0
1337,animal,252,48,0
1338,129,252,246,0
1339,obtenção,251,151,0
1340,desestatização,251,98,0
1341,regulação,251,90,0
1342,empresarial,251,97,0
1343,retornar,251,142,0
1344,196,251,247,0
1345,combustível,251,67,0
1346,especializar,250,117,0
1347,1967,250,167,0
1348,orçamentários,250,170,0
1349,manejar,250,60,0
1350,101,250,177,0
1351,nutricional,249,35,0
1352,fiscalizar,249,139,0
1353,demonstração,249,136,0
1354,efetiva,248,175,0
1355,restrição,248,153,0
1356,penitenciário,248,55,0
1357,diferente,248,142,0
1358,lançamento,248,66,0
1359,câmbio,248,54,0
1360,mudança,247,84,0
1361,universidade,247,76,0
1362,trezentos,247,141,0
1363,agricultor,247,50,0
1364,solução,246,128,0
1365,51,246,122,0
1366,requisitar,246,155,0
1367,planejar,245,109,0
1368,proceder,245,189,0
1369,integral,245,146,0
1370,terceirar,244,112,0
1371,mobiliário,244,125,0
1372,matrícula,244,94,0
1373,jovem,243,58,0
1374,misto,243,112,0
1375,exclusivo,243,138,0
1376,adotada,243,166,0
1377,término,242,168,0
1378,aproveitamento,242,112,0
1379,bolívia,242,71,0
1380,1,241,79,0
1381,definitivo,240,100,0
1382,ativos,240,105,0
1383,risco,239,110,0
1384,irregularidade,239,109,0
1385,direção,239,147,0
1386,requerente,239,76,0
1387,operacionalização,238,131,0
1388,amplo,238,167,0
1389,primário,237,129,0
1390,sala,237,46,0
1391,integralmente,237,215,0
1392,experiência,237,131,0
1393,crescimento,237,83,0
1394,enviar,237,145,0
1395,52,237,131,0
1396,ver,237,136,0
1397,consular,237,68,0
1398,possível,236,135,0
1399,sus,236,43,0
1400,orçamento,235,137,0
1401,dirigir,235,155,0
1402,posse,235,97,0
1403,momento,235,158,0
1404,confederação,235,88,0
1405,ordenamento,235,164,0
1406,formalizar,235,148,0
1407,salvar,235,138,0
1408,professorar,235,39,0
1409,assessorar,234,156,0
1410,elemento,234,125,0
1411,38,234,152,0
1412,violência,234,49,0
1413,siafi,234,63,0
1414,192,234,234,0
1415,idade,233,84,0
1416,liberação,233,117,0
1417,j,233,141,0
1418,amostrar,233,34,0
1419,42,233,159,0
1420,subseqüente,233,101,0
1421,justificar,232,146,0
1422,abertura,232,117,0
1423,arrendamento,232,52,0
1424,operar,231,154,0
1425,exame,231,118,0
1426,48,231,131,0
1427,gravar,231,79,0
1428,óleo,231,40,0
1429,décimo,231,115,0
1430,substituição,230,162,0
1431,independente,230,103,0
1432,subseção,230,38,0
1433,lavrar,230,81,0
1434,contribuinte,230,64,0
1435,indultar,230,17,0
1436,depositar,229,155,0
1437,saneamento,229,65,0
1438,descontar,229,102,0
1439,delegação,228,142,0
1440,fg,228,200,0
1441,monitorar,228,151,0
1442,subsequente,228,137,0
1443,resto,228,71,0
1444,assessoria,227,124,0
1445,licenciamento,227,83,0
1446,carteiro,227,78,0
1447,58,227,152,0
1448,insumo,227,90,0
1449,estudar,226,138,0
1450,tribunal,226,130,0
1451,decidir,226,145,0
1452,53,226,105,0
1453,racial,226,67,0
1454,lotar,226,81,0
1455,1972,226,94,0
1456,fabricação,225,87,0
1457,chile,225,60,0
1458,escolar,224,62,0
1459,1992,224,143,0
1460,47,224,162,0
1461,petróleo,223,89,0
1462,nordeste,223,116,0
1463,inscrito,222,120,0
1464,10826,222,18,0
1465,ancine,221,30,0
1466,aspecto,221,140,0
1467,8112,221,116,0
1468,caixa,221,116,0
1469,fabricante,221,68,0
1470,vestir,221,20,0
1471,sessão,220,53,0
1472,emendar,220,78,0
1473,ouvir,220,151,0
1474,conteúdo,220,125,0
1475,peru,220,61,0
1476,124,219,205,0
1477,recomendação,219,123,0
1478,caracterizar,219,150,0
1479,energético,219,74,0
1480,fatores,219,119,0
1481,127,219,214,0
1482,alienação,219,82,0
1483,centésimo,218,68,0
1484,1016,218,148,0
1485,mutuário,218,27,0
1486,instruir,217,118,0
1487,devedor,217,62,0
1488,viagem,217,72,0
1489,44,217,152,0
1490,praça,217,43,0
1491,similar,216,114,0
1492,comercializar,216,73,0
1493,imposto,216,121,0
1494,anp,216,32,0
1495,aferir,215,116,0
1496,arquivar,215,112,0
1497,comerciar,215,103,0
1498,concedente,215,45,0
1499,substância,215,60,0
1500,turístico,215,29,0
1501,fct,215,76,0
1502,expressão,215,90,0
1503,progressão,215,37,0
1504,expedição,214,98,0
1505,recondução,214,130,0
1506,perda,214,124,0
1507,estágio,214,68,0
1508,qualificar,213,105,0
1509,quota,213,74,0
1510,estrangeirar,212,85,0
1511,completar,212,154,0
1512,xviii,212,155,0
1513,fortalecimento,211,130,0
1514,campar,211,104,0
1515,principal,211,117,0
1516,intermediário,211,79,0
1517,norte,211,111,0
1518,corrente,211,118,0
1519,permissão,210,63,0
1520,preliminar,210,93,0
1521,econômicos,210,102,0
1522,sólido,210,28,0
1523,depender,209,126,0
1524,rodoviário,209,83,0
1525,modelar,209,137,0
1526,45,209,156,0
1527,126,209,184,0
1528,cinematográfico,208,31,0
1529,43,208,155,0
1530,abrangido,208,140,0
1531,chefiar,208,75,0
1532,enquanto,208,171,0
1533,mundial,208,85,0
1534,exportador,208,45,0
1535,executor,208,80,0
1536,motivar,207,135,0
1537,geográfico,207,94,0
1538,fronteiro,206,73,0
1539,cotar,206,81,0
1540,nomear,206,132,0
1541,localidade,206,113,0
1542,contratante,206,66,0
1543,190,206,203,0
1544,núcleo,205,68,0
1545,10179,205,34,0
1546,vínculo,205,110,0
1547,gerador,205,57,0
1548,antecedência,204,129,0
1549,apreciação,204,139,0
1550,cartar,204,157,0
1551,venezuela,204,55,0
1552,194,204,202,0
1553,atleta,204,19,0
1554,coronel,204,25,0
1555,laudo,203,91,0
1556,catorze,202,164,0
1557,estudante,202,60,0
1558,aceleração,202,61,0
1559,absoluto,201,145,0
1560,nativo,201,24,0
1561,fgts,201,86,0
1562,territorial,201,91,0
1563,bancário,201,114,0
1564,computar,200,116,0
1565,pautar,199,131,0
1566,monetário,199,124,0
1567,instalar,199,113,0
1568,biodiversidade,199,75,0
1569,fechar,199,42,0
1570,marcar,199,86,0
1571,parcelamento,199,43,0
1572,olímpico,199,30,0
1573,excepcional,198,146,0
1574,l,198,115,0
1575,manifestar,198,130,0
1576,salário,198,96,0
1577,conversão,198,79,0
1578,contábil,198,104,0
1579,vez,197,138,0
1580,substituto,197,86,0
1581,efetuado,197,151,0
1582,subordinar,196,114,0
1583,longo,196,133,0
1584,ressarcimento,196,83,0
1585,facultar,196,139,0
1586,230,196,29,0
1587,aluno,196,60,0
1588,regulador,195,70,0
1589,engenhar,195,82,0
1590,subsídio,195,119,0
1591,estatístico,195,140,0
1592,aquicultura,195,29,0
1593,colômbio,195,54,0
1594,levantamento,194,75,0
1595,encerramento,194,139,0
1596,conjunto,194,129,0
1597,respostar,194,43,0
1598,plurianual,194,118,0
1599,rede,194,92,0
1600,diferençar,194,130,0
1601,lucrar,194,46,0
1602,assentamento,193,39,0
1603,m,193,104,0
1604,notificar,193,105,0
1605,máquina,193,74,0
1606,ilícito,193,90,0
1607,xix,192,149,0
1608,fifa,192,14,0
1609,favor,191,104,0
1610,55,191,125,0
1611,popular,191,70,0
1612,anteriormente,190,117,0
1613,possibilidade,189,138,0
1614,remaneja,189,187,0
1615,negociação,189,103,0
1616,restrito,189,70,0
1617,enquadramento,189,93,0
1618,modernização,188,91,0
1619,providenciar,188,113,0
1620,negócio,188,67,0
1621,59,188,115,0
1622,suspenso,188,126,0
1623,iof,188,40,0
1624,isolar,187,86,0
1625,metro,187,48,0
1626,bolivariana,187,50,0
1627,auxílio,187,96,0
1628,ibama,186,69,0
1629,povo,186,41,0
1630,inerente,185,107,0
1631,funcionar,185,147,0
1632,companhia,185,109,0
1633,onze,185,133,0
1634,individuar,185,99,0
1635,centavo,184,74,0
1636,questão,184,121,0
1637,centro,184,83,0
1638,diretores,184,93,0
1639,leite,184,18,0
1640,integridade,183,103,0
1641,resultante,183,130,0
1642,colaboração,183,118,0
1643,ncm,183,48,0
1644,intervenção,182,65,0
1645,justificativo,182,124,0
1646,exceder,182,125,0
1647,lotação,182,59,0
1648,61,182,147,0
1649,renovar,182,106,0
1650,compulsório,182,70,0
1651,efetuados,182,123,0
1652,gerir,181,127,0
1653,2020,181,64,0
1654,audiovisual,181,43,0
1655,acessório,181,84,0
1656,1964,181,97,0
1657,aqüicultura,181,48,0
1658,fixo,180,169,0
1659,aprendizagem,179,46,0
1660,uva,179,11,0
1661,presença,178,125,0
1662,vegetação,178,24,0
1663,radiodifusão,178,35,0
1664,corporação,178,24,0
1665,modificar,178,100,0
1666,comutação,178,21,0
1667,aprimoramento,177,120,0
1668,juízo,177,68,0
1669,gerenciamento,177,89,0
1670,coleta,177,72,0
1671,presumir,177,35,0
1672,humanar,177,48,0
1673,reembolsar,176,51,0
1674,distância,176,44,0
1675,nc,176,44,0
1676,micro,176,50,0
1677,particular,176,129,0
1678,cumulativamente,176,111,0
1679,191,176,176,0
1680,cidadão,175,93,0
1681,produtividade,175,85,0
1682,decorrer,175,116,0
1683,chico,175,44,0
1684,canal,175,70,0
1685,1973,175,97,0
1686,infrator,175,48,0
1687,extinguir,174,86,0
1688,mendes,174,44,0
1689,46,174,125,0
1690,industrialização,174,50,0
1691,passivar,174,37,0
1692,intelectual,173,66,0
1693,atenção,173,77,0
1694,1971,173,140,0
1695,desacordar,173,96,0
1696,hospital,173,41,0
1697,eletrônica,172,84,0
1698,cabíveis,172,128,0
1699,ultrapassar,172,135,0
1700,baixar,172,129,0
1701,excepcionalmente,171,138,0
1702,1976,171,80,0
1703,posto,171,100,0
1704,percepção,171,64,0
1705,equador,171,50,0
1706,consonância,170,131,0
1707,proporção,170,107,0
1708,alternativo,170,99,0
1709,fixação,170,110,0
1710,gratuito,170,80,0
1711,repartição,170,68,0
1712,cobertura,169,94,0
1713,trânsito,169,75,0
1714,encerrar,168,110,0
1715,pdg,168,45,0
1716,desporto,168,31,0
1717,formulário,168,91,0
1718,1983,168,117,0
1719,terrestre,168,84,0
1720,quartar,168,65,0
1721,retas,168,5,0
1722,fnde,168,40,0
1723,santo,168,63,0
1724,fiscalizador,168,39,0
1725,dezoito,167,108,0
1726,empatar,167,120,0
1727,esfera,167,106,0
1728,volumar,167,59,0
1729,investir,167,103,0
1730,colegiados,166,81,0
1731,atuar,166,119,0
1732,efetuadas,166,113,0
1733,histórico,166,100,0
1734,plantar,166,63,0
1735,remessar,166,46,0
1736,193,166,165,0
1737,judiciário,165,107,0
1738,remanejadas,165,150,0
1739,emergência,165,55,0
1740,trecho,165,38,0
1741,10833,165,39,0
1742,terçar,164,65,0
1743,direto,164,109,0
1744,essencial,164,90,0
1745,reinar,164,56,0
1746,1989,164,74,0
1747,somar,164,93,0
1748,perceber,164,57,0
1749,permanência,163,106,0
1750,treze,163,120,0
1751,54,163,108,0
1752,contábeis,163,82,0
1753,contabilidade,163,74,0
1754,educativo,162,73,0
1755,oferecer,162,116,0
1756,correr,162,138,0
1757,subsidiário,162,50,0
1758,homologar,162,96,0
1759,encaminhamento,162,119,0
1760,mérito,162,64,0
1761,tráfico,162,49,0
1762,relativamente,162,110,0
1763,ambos,161,122,0
1764,anuência,161,103,0
1765,incentivo,161,91,0
1766,bom,161,101,0
1767,vegetal,161,48,0
1768,imagem,161,72,0
1769,cadastramento,161,81,0
1770,exibição,160,29,0
1771,1982,160,134,0
1772,compartilhamento,160,59,0
1773,concorrência,160,41,0
1774,devolução,160,71,0
1775,pobreza,160,48,0
1776,industriar,159,71,0
1777,edição,159,115,0
1778,capitar,159,83,0
1779,vigilância,159,90,0
1780,9491,158,76,0
1781,passagem,158,74,0
1782,modificação,158,119,0
1783,levar,158,104,0
1784,treinamento,158,81,0
1785,preparar,158,94,0
1786,efetivamente,158,89,0
1787,acrescido,158,115,0
1788,videoconferência,157,117,0
1789,ratificação,157,86,0
1790,língua,157,43,0
1791,mar,157,42,0
1792,requerido,157,105,0
1793,patrocínio,157,35,0
1794,aeronave,157,49,0
1795,consecução,156,126,0
1796,destacar,156,94,0
1797,conduta,156,93,0
1798,ensejar,156,119,0
1799,enfrentamento,156,34,0
1800,57,156,85,0
1801,servir,155,126,0
1802,periódico,155,117,0
1803,endereçar,155,84,0
1804,jurisdição,155,63,0
1805,seiscentos,155,91,0
1806,preencher,155,87,0
1807,comprovante,155,74,0
1808,adquirente,155,63,0
1809,vegetar,155,25,0
1810,formalização,155,98,0
1811,oportunidade,154,103,0
1812,quatrocentos,154,94,0
1813,periodicamente,154,112,0
1814,inmetro,154,32,0
1815,pedagógico,153,45,0
1816,denominar,153,108,0
1817,apreciar,153,106,0
1818,transitório,153,112,0
1819,bacia,153,48,0
1820,200,153,129,0
1821,empréstimo,153,61,0
1822,empresário,153,39,0
1823,evitar,153,82,0
1824,passageiro,153,47,0
1825,aeroporto,153,37,0
1826,possibilitar,152,126,0
1827,válido,152,87,0
1828,moeda,152,67,0
1829,denúncia,151,62,0
1830,ocasião,151,99,0
1831,cancelar,151,93,0
1832,paz,151,78,0
1833,convocatório,151,27,0
1834,eletrobrás,151,28,0
1835,segundo,150,101,0
1836,mútuo,150,68,0
1837,aditivo,150,50,0
1838,formal,150,123,0
1839,aderir,150,70,0
1840,posição,150,90,0
1841,conceito,150,72,0
1842,congêneres,149,113,0
1843,viabilizar,149,103,0
1844,expansão,149,73,0
1845,amortização,149,78,0
1846,discriminação,149,73,0
1847,incidir,149,92,0
1848,escalar,149,66,0
1849,ict,149,7,0
1850,renovável,148,94,0
1851,homologação,148,73,0
1852,leilão,148,48,0
1853,sinarm,148,11,0
1854,animar,148,42,0
1855,atualizado,147,97,0
1856,indenização,147,96,0
1857,obrigatoriamente,147,107,0
1858,negativo,147,65,0
1859,rendimento,147,67,0
1860,adotadas,146,105,0
1861,indiretamente,146,114,0
1862,constatar,146,89,0
1863,estruturação,146,94,0
1864,pleno,146,108,0
1865,imprensar,146,48,0
1866,impacto,146,82,0
1867,móvel,146,65,0
1868,dnit,146,36,0
1869,navio,146,16,0
1870,56,145,94,0
1871,prisional,145,26,0
1872,junto,145,42,0
1873,previdenciária,145,77,0
1874,docente,145,45,0
1875,1986,145,78,0
1876,discriminar,145,122,0
1877,saldo,145,78,0
1878,melhor,144,73,0
1879,informático,144,68,0
1880,folhar,144,74,0
1881,riacho,144,5,0
1882,pactuar,144,74,0
1883,fundamental,143,65,0
1884,disponibilização,143,98,0
1885,tributação,143,74,0
1886,fator,143,68,0
1887,indivíduo,142,80,0
1888,prêmio,142,28,0
1889,examinar,142,93,0
1890,reconhecer,142,103,0
1891,autonomia,142,77,0
1892,parcialmente,142,96,0
1893,pertencente,141,105,0
1894,espaço,141,83,0
1895,transformar,141,93,0
1896,armazenamento,141,69,0
1897,clima,141,25,0
1898,doméstico,141,47,0
1899,exposição,140,71,0
1900,basear,140,86,0
1901,vantagem,140,96,0
1902,desembolsar,140,119,0
1903,retirar,140,64,0
1904,contrapartida,140,57,0
1905,agrotóxicos,140,12,0
1906,quintar,140,72,0
1907,esportivo,139,46,0
1908,localização,139,87,0
1909,interesse,139,99,0
1910,zelar,139,118,0
1911,original,139,77,0
