ano link
2008 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/decreto/d6720.htm
2011 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2011/decreto/d7479.htm
2017 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/decreto/d9225.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4190.htm
2017 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/decreto/d9138.htm
2005 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2005/decreto/d5642.htm
2009 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/decreto/d6903.htm
2016 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2016/decreto/d8806.htm
2005 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2005/decreto/d5438.htm
2015 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2015/decreto/d8455.htm
2017 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/decreto/d9252.htm
2018 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9639.htm
2008 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/decreto/d6443.htm
2001 http://www.planalto.gov.br/ccivil_03/decreto/2001/d4012.htm
2011 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2011/decreto/d7610.htm
2004 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2004/decreto/d5315.htm
2014 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2014/decreto/d8362.htm
2017 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/decreto/d9091.htm
2013 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2013/decreto/d8024.htm
2001 http://www.planalto.gov.br/ccivil_03/decreto/2001/d3968.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5730.htm
2010 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/decreto/d7126.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5837.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4111.htm
2004 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2004/decreto/d5217.htm
2001 http://www.planalto.gov.br/ccivil_03/decreto/2001/d4016.htm
2004 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2004/decreto/d4949.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4077.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5815.htm
2007 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2007/decreto/d6057.htm
2003 http://www.planalto.gov.br/ccivil_03/decreto/2003/d4945.htm
2009 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/decreto/d7022.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4347.htm
2018 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9265.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4555.htm
2008 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/decreto/d6617.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4192.htm
2016 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2016/decreto/d8845.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5876.htm
2008 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/decreto/d6713.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4475.htm
2014 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2014/decreto/d8308.htm
2001 http://www.planalto.gov.br/ccivil_03/decreto/2001/d4019.htm
2017 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/decreto/d9170.htm
2014 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2014/decreto/d8233.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9863.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4390.htm
2014 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2014/decreto/d8363.htm
2016 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2016/decreto/d8721.htm
2001 http://www.planalto.gov.br/ccivil_03/decreto/2001/d3874.htm
2018 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9460.htm
2001 http://www.planalto.gov.br/ccivil_03/decreto/2001/d3810.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9899.htm
2009 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/decreto/d6765.htm
2007 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2007/decreto/d6285.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5865.htm
2017 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/decreto/d9218.htm
2007 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2007/decreto/d6213.htm
2007 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2007/decreto/d6304.htm
2009 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/decreto/d6822.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4348.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d10117.htm
2014 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2014/decreto/d8273.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4426.htm
2012 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2012/decreto/d7821.htm
2004 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2004/decreto/d5055.htm
2015 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2015/decreto/d8503.htm
2017 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/decreto/d9095.htm
2008 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/decreto/d6363.htm
2010 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/decreto/d7306.htm
2008 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/decreto/d6534.htm
2005 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2005/decreto/d5587.htm
2014 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2014/decreto/d8323.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4557.htm
2000 http://www.planalto.gov.br/ccivil_03/decreto/d3702.htm
2007 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2007/decreto/d6128.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5777.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4459.htm
2014 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2014/decreto/d8324.htm
2010 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/decreto/d7066.htm
2015 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2015/decreto/d8567.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5726.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4351.htm
2001 http://www.planalto.gov.br/ccivil_03/decreto/2001/d3732.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9756.htm
2013 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2013/decreto/d8000.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5760.htm
2018 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9370.htm
2018 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9336.htm
2012 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2012/decreto/d7666.htm
2010 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/decreto/d7389.htm
2015 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2015/decreto/d8481.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4386.htm
2004 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2004/decreto/d5165.htm
2017 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/decreto/d9168.htm
2017 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/decreto/d9072.htm
2016 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2016/decreto/d8826.htm
2012 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2012/decreto/d7873.htm
2001 http://www.planalto.gov.br/ccivil_03/decreto/2001/d3809.htm
2018 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9464.htm
2018 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9356.htm
2018 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9384.htm
2009 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/decreto/d6801.htm
2017 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/decreto/d9237.htm
2004 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2004/decreto/d5160.htm
2017 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/decreto/d9132.htm
2007 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2007/decreto/d6176.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4356.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5659.htm
2014 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2014/decreto/d8288.htm
2010 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/decreto/d7295.htm
2007 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2007/decreto/d6014.htm
2004 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2004/decreto/d5262.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4446.htm
2014 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2014/decreto/d8292.htm
2018 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9339.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9814.htm
2018 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9331.htm
2014 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2014/decreto/d8311.htm
2000 http://www.planalto.gov.br/ccivil_03/decreto/d3489.htm
2017 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/decreto/d9228.htm
2012 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2012/decreto/d7763.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9721.htm
2013 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2013/decreto/d7978.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9763.htm
2003 http://www.planalto.gov.br/ccivil_03/decreto/2003/d4731.htm
2017 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/decreto/d8979.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5913.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4321.htm
2011 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2011/decreto/d7598.htm
2008 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/decreto/d6570.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4099.htm
2005 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2005/decreto/d5336.htm
2001 http://www.planalto.gov.br/ccivil_03/decreto/2001/d4013.htm
2018 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9434.htm
2001 http://www.planalto.gov.br/ccivil_03/decreto/2001/d3797.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4076.htm
2000 http://www.planalto.gov.br/ccivil_03/decreto/d3688.htm
2000 http://www.planalto.gov.br/ccivil_03/decreto/d3711.htm
2013 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2013/decreto/d8131.htm
2009 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/decreto/d6742.htm
2004 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2004/decreto/d4985.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5829.htm
2005 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2005/decreto/d5643.htm
2018 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9395.htm
2001 http://www.planalto.gov.br/ccivil_03/decreto/2001/d3995.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5944.htm
2015 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2015/decreto/d8430.htm
2004 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2004/decreto/d5112.htm
2009 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/decreto/d6737.htm
2010 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/decreto/d7249.htm
2005 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2005/decreto/d5613.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4147.htm
2015 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2015/decreto/d8418.htm
2010 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/decreto/d7414.htm
2012 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2012/decreto/d7832.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5935.htm
2017 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/decreto/d8970.htm
2013 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2013/decreto/d8123.htm
2004 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2004/decreto/d5166.htm
2015 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2015/decreto/d8488.htm
2018 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9600.htm
2004 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2004/decreto/d5105.htm
2017 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/decreto/d8960.htm
2001 http://www.planalto.gov.br/ccivil_03/decreto/2001/d3984.htm
2008 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/decreto/d6469.htm
2012 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2012/decreto/d7782.htm
2015 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2015/decreto/d8610.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4170.htm
2008 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/decreto/d6375.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5872.htm
2017 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/decreto/d8969.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d10019.htm
2007 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2007/decreto/d6336.htm
2005 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2005/decreto/d5486.htm
2016 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2016/decreto/d8744.htm
2000 http://www.planalto.gov.br/ccivil_03/decreto/d3498.htm
2007 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2007/decreto/d6058.htm
2005 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2005/decreto/d5537.htm
2012 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2012/decreto/d7823.htm
2017 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/decreto/d9239.htm
2008 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/decreto/d6478.htm
2005 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2005/decreto/d5599.htm
2016 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2016/decreto/d8815.htm
2001 http://www.planalto.gov.br/ccivil_03/decreto/2001/d3749.htm
2009 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/decreto/d6753.htm
2010 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/decreto/d7278.htm
2009 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/decreto/d6768.htm
2017 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/decreto/d9207.htm
2013 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2013/decreto/d7952.htm
2010 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/decreto/d7419.htm
2010 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/decreto/d7194.htm
2016 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2016/decreto/d8870.htm
2004 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2004/decreto/d5232.htm
2000 http://www.planalto.gov.br/ccivil_03/decreto/d3408.htm
2011 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2011/decreto/d7608.htm
2000 http://www.planalto.gov.br/ccivil_03/decreto/d3633.htm
2017 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/decreto/d9045.htm
2003 http://www.planalto.gov.br/ccivil_03/decreto/2003/d4909.htm
2001 http://www.planalto.gov.br/ccivil_03/decreto/2001/d4005.htm
2001 http://www.planalto.gov.br/ccivil_03/decreto/2001/d3814.htm
2015 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2015/decreto/d8560.htm
2016 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2016/decreto/d8833.htm
2013 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2013/decreto/d7904.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9865.htm
2014 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2014/decreto/d8222.htm
2000 http://www.planalto.gov.br/ccivil_03/decreto/d3406.htm
2004 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2004/decreto/d5071.htm
2015 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2015/decreto/d8559.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4154.htm
2013 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2013/decreto/d8046.htm
2009 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/decreto/d7040.htm
2007 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2007/decreto/d6148.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d10070.htm
2018 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9345.htm
2000 http://www.planalto.gov.br/ccivil_03/decreto/d3677.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4217.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9792.htm
2005 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2005/decreto/d5340.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9747.htm
2009 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/decreto/d6781.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5937.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5875.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4563.htm
2012 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2012/decreto/d7806.htm
2008 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/decreto/d6437.htm
2004 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2004/decreto/d5239.htm
2001 http://www.planalto.gov.br/ccivil_03/decreto/2001/d3928.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9931.htm
2015 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2015/decreto/d8526.htm
2010 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/decreto/d7191.htm
2011 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2011/decreto/d7502.htm
2017 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/decreto/d9256.htm
2008 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/decreto/d6435.htm
2001 http://www.planalto.gov.br/ccivil_03/decreto/2001/d3725.htm
2000 http://www.planalto.gov.br/ccivil_03/decreto/d3386.htm
2009 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/decreto/d7001.htm
2016 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2016/decreto/d8635.htm
2001 http://www.planalto.gov.br/ccivil_03/decreto/2001/d3829.htm
2016 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2016/decreto/d8702.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4442.htm
2010 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/decreto/d7396.htm
2001 http://www.planalto.gov.br/ccivil_03/decreto/2001/d3956.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5869.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4394.htm
2017 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/decreto/d9103.htm
2010 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/decreto/d7158.htm
2000 http://www.planalto.gov.br/ccivil_03/decreto/d3635.htm
2004 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2004/decreto/d5007.htm
2017 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/decreto/d9167.htm
2001 http://www.planalto.gov.br/ccivil_03/decreto/2001/d4062.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4395.htm
2018 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9337.htm
2003 http://www.planalto.gov.br/ccivil_03/decreto/2003/d4707.htm
2015 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2015/decreto/d8562.htm
2009 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/decreto/d6736.htm
2010 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/decreto/d7103.htm
2004 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2004/decreto/d5180.htm
2016 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2016/decreto/d8778.htm
2012 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2012/decreto/d7874.htm
2000 http://www.planalto.gov.br/ccivil_03/decreto/d3425.htm
2011 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2011/decreto/d7595.htm
2014 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2014/decreto/d8366.htm
2011 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2011/decreto/d7517.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9820.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9776.htm
2018 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9542.htm
2014 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2014/decreto/d8287.htm
2005 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2005/decreto/d5615.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5663.htm
2001 http://www.planalto.gov.br/ccivil_03/decreto/2001/d3868.htm
2018 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9560.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4161.htm
2004 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2004/decreto/d5252.htm
2003 http://www.planalto.gov.br/ccivil_03/decreto/2003/d4729.htm
2018 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9430.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4460.htm
2005 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2005/decreto/d5375.htm
2013 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2013/decreto/d8177.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4089.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5728.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4429.htm
2012 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2012/decreto/d7684.htm
2016 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2016/decreto/d8861.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d10037.htm
2012 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2012/decreto/d7754.htm
2008 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/decreto/d6595.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d10055.htm
2016 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2016/decreto/d8813.htm
2000 http://www.planalto.gov.br/ccivil_03/decreto/d3416.htm
2018 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9595.htm
2004 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2004/decreto/d5090.htm
2011 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2011/decreto/d7654.htm
2009 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/decreto/d6740.htm
2000 http://www.planalto.gov.br/ccivil_03/decreto/d3676.htm
2005 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2005/decreto/d5640.htm
2001 http://www.planalto.gov.br/ccivil_03/decreto/2001/d3966.htm
2018 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9475.htm
2016 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2016/decreto/d8937.htm
2013 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2013/decreto/d8179.htm
2018 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9540.htm
2016 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2016/decreto/d8799.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5722.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4473.htm
2018 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9315.htm
2015 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2015/decreto/d8510.htm
2017 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/decreto/d9230.htm
2009 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/decreto/d6728.htm
2017 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/decreto/d9100.htm
2001 http://www.planalto.gov.br/ccivil_03/decreto/2001/d3929.htm
2007 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2007/decreto/d6332.htm
2013 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2013/decreto/d7925.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9743.htm
2010 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/decreto/d7270.htm
2009 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/decreto/d6748.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5677.htm
2009 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/decreto/d7046.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9803.htm
2016 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2016/decreto/d8704.htm
