ano link
2018 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9333.htm
2010 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/decreto/d7326.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4264.htm
2015 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2015/decreto/d8417.htm
2009 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/decreto/d6866.htm
2013 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2013/decreto/d7921.htm
2008 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/decreto/d6651.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5938.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4476.htm
2004 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2004/decreto/d5192.htm
2014 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2014/decreto/d8350.htm
2018 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9363.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4436.htm
2001 http://www.planalto.gov.br/ccivil_03/decreto/2001/d4046.htm
2004 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2004/decreto/d5300.htm
2010 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/decreto/d7372.htm
2003 http://www.planalto.gov.br/ccivil_03/decreto/2003/d4702.htm
2010 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/decreto/d7106.htm
2008 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/decreto/d6384.htm
2001 http://www.planalto.gov.br/ccivil_03/decreto/2001/d3866.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5703.htm
2005 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2005/decreto/d5341.htm
2017 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/decreto/d9135.htm
2001 http://www.planalto.gov.br/ccivil_03/decreto/2001/d3808.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4377.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9827.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4160.htm
2017 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/decreto/d9253.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4293.htm
2003 http://www.planalto.gov.br/ccivil_03/decreto/2003/d4891.htm
2003 http://www.planalto.gov.br/ccivil_03/decreto/2003/d4719.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5845.htm
2005 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2005/decreto/d5443.htm
2008 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/decreto/d6680.htm
2011 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2011/decreto/d7450.htm
2008 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/decreto/d6662.htm
2013 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2013/decreto/d8101.htm
2007 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2007/decreto/d6182.htm
2017 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/decreto/d9156.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9751.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4325.htm
2018 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9401.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9909.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5867.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5982.htm
2015 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2015/decreto/d8441.htm
2007 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2007/decreto/d6112.htm
2005 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2005/decreto/d5418.htm
2018 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9369.htm
2015 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2015/decreto/d8531.htm
2008 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/decreto/d6460.htm
2015 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2015/decreto/d8420.htm
2009 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/decreto/d6751.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d10141.htm
2001 http://www.planalto.gov.br/ccivil_03/decreto/2001/d3825.htm
2000 http://www.planalto.gov.br/ccivil_03/decreto/d3379.htm
2015 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2015/decreto/d8596.htm
2000 http://www.planalto.gov.br/ccivil_03/decreto/d3537.htm
2000 http://www.planalto.gov.br/ccivil_03/decreto/d3538.htm
2005 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2005/decreto/d5346.htm
2004 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2004/decreto/d4951.htm
2017 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/decreto/d9115.htm
2010 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/decreto/d7130.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4159.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9793.htm
2013 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2013/decreto/d8157.htm
2005 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2005/decreto/d5424.htm
2018 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9536.htm
2018 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9472.htm
2000 http://www.planalto.gov.br/ccivil_03/decreto/d3573.htm
2008 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/decreto/d6525.htm
2008 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/decreto/d6556.htm
2010 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/decreto/d7292.htm
2016 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2016/decreto/d8692.htm
2013 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2013/decreto/d8063.htm
2008 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/decreto/d6529.htm
2010 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/decreto/d7338.htm
2003 http://www.planalto.gov.br/ccivil_03/decreto/2003/d4675.htm
2001 http://www.planalto.gov.br/ccivil_03/decreto/2001/d4023.htm
2016 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2016/decreto/d8809.htm
2000 http://www.planalto.gov.br/ccivil_03/decreto/d3692.htm
2010 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/decreto/d7398.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d10189.htm
2005 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2005/decreto/d5349.htm
2010 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/decreto/d7344.htm
2003 http://www.planalto.gov.br/ccivil_03/decreto/2003/d4934.htm
2016 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2016/decreto/d8882.htm
2009 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/decreto/d7003.htm
2003 http://www.planalto.gov.br/ccivil_03/decreto/2003/d4842.htm
2001 http://www.planalto.gov.br/ccivil_03/decreto/2001/d3796.htm
2011 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2011/decreto/d7586.htm
2010 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/decreto/d7320.htm
2004 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2004/decreto/d5175.htm
2012 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2012/decreto/d7777.htm
2018 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9392.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9811.htm
2001 http://www.planalto.gov.br/ccivil_03/decreto/2001/d3911.htm
2018 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9625.htm
2012 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2012/decreto/d7842.htm
2014 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2014/decreto/d8343.htm
2003 http://www.planalto.gov.br/ccivil_03/decreto/2003/d4824.htm
2005 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2005/decreto/d5518.htm
2018 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9535.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9948.htm
2017 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/decreto/d9070.htm
2010 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/decreto/d7225.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5795.htm
2012 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2012/decreto/d7752.htm
2016 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2016/decreto/d8842.htm
2001 http://www.planalto.gov.br/ccivil_03/decreto/2001/d4011.htm
2015 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2015/decreto/d8603.htm
2018 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9650.htm
2014 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2014/decreto/d8322.htm
2016 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2016/decreto/d8812.htm
2000 http://www.planalto.gov.br/ccivil_03/decreto/d3456.htm
2009 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/decreto/d6941.htm
2012 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2012/decreto/d7731.htm
2001 http://www.planalto.gov.br/ccivil_03/decreto/2001/d3773.htm
2013 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2013/decreto/d8037.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5987.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5660.htm
2015 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2015/decreto/d8621.htm
2018 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9568.htm
2000 http://www.planalto.gov.br/ccivil_03/decreto/d3419.htm
2004 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2004/decreto/d5124.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d10045.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4272.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9710.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4097.htm
2012 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2012/decreto/d7869.htm
2010 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/decreto/d7156.htm
2007 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2007/decreto/d6055.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9928.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4079.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d10002.htm
2015 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2015/decreto/d8608.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4092.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5888.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9718.htm
2003 http://www.planalto.gov.br/ccivil_03/decreto/2003/d4594.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5699.htm
2003 http://www.planalto.gov.br/ccivil_03/decreto/2003/d4662.htm
2010 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/decreto/d7251.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4461.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9755.htm
2009 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/decreto/d6747.htm
2001 http://www.planalto.gov.br/ccivil_03/decreto/2001/d3807.htm
2010 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/decreto/d7307.htm
2003 http://www.planalto.gov.br/ccivil_03/decreto/2003/d4798.htm
2000 http://www.planalto.gov.br/ccivil_03/decreto/d3620.htm
2016 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2016/decreto/d8908.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4359.htm
2013 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2013/decreto/d7935.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9748.htm
2000 http://www.planalto.gov.br/ccivil_03/decreto/d3424.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9706.htm
2003 http://www.planalto.gov.br/ccivil_03/decreto/2003/d4927.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5962.htm
2013 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2013/decreto/d8128.htm
2017 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/decreto/d9071.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5816.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d10103.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9859.htm
2004 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2004/decreto/d5306.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9840.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5733.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9806.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4158.htm
2009 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/decreto/d6999.htm
2014 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2014/decreto/d8307.htm
2015 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2015/decreto/d8564.htm
2012 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2012/decreto/d7855.htm
2005 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2005/decreto/d5334.htm
2015 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2015/decreto/d8557.htm
2014 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2014/decreto/d8331.htm
2004 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2004/decreto/d5141.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4184.htm
2015 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2015/decreto/d8563.htm
2005 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2005/decreto/d5496.htm
2000 http://www.planalto.gov.br/ccivil_03/decreto/d3673.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4258.htm
2005 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2005/decreto/d5380.htm
2013 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2013/decreto/d8140.htm
2012 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2012/decreto/d7773.htm
2016 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2016/decreto/d8857.htm
2008 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/decreto/d6628.htm
2009 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/decreto/d6888.htm
2003 http://www.planalto.gov.br/ccivil_03/decreto/2003/d4684.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4495.htm
2017 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/decreto/d9233.htm
2010 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/decreto/d7235.htm
2000 http://www.planalto.gov.br/ccivil_03/decreto/d3561.htm
2017 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/decreto/d9090.htm
2007 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2007/decreto/d6082.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9959.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9988.htm
2007 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2007/decreto/d6266.htm
2008 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/decreto/d6681.htm
2011 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2011/decreto/d7475.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d10162.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9728.htm
2018 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9658.htm
2003 http://www.planalto.gov.br/ccivil_03/decreto/2003/d4783.htm
2017 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/decreto/d9213.htm
2000 http://www.planalto.gov.br/ccivil_03/decreto/d3678.htm
2000 http://www.planalto.gov.br/ccivil_03/decreto/d3594.htm
2007 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2007/decreto/d6186.htm
2015 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2015/decreto/d8484.htm
2005 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2005/decreto/d5458.htm
2013 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2013/decreto/d8042.htm
2001 http://www.planalto.gov.br/ccivil_03/decreto/2001/d3993.htm
2007 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2007/decreto/d6261.htm
2008 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/decreto/d6659.htm
2017 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/decreto/d9224.htm
2015 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2015/decreto/d8571.htm
2000 http://www.planalto.gov.br/ccivil_03/decreto/d3531.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5932.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4084.htm
2005 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2005/decreto/d5506.htm
2004 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2004/decreto/d5082.htm
2000 http://www.planalto.gov.br/ccivil_03/decreto/d3563.htm
2010 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/decreto/d7328.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d10106.htm
2015 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2015/decreto/d8468.htm
2010 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/decreto/d7228.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9805.htm
2018 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9482.htm
2014 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2014/decreto/d8330.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4119.htm
2017 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/decreto/d9246.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5950.htm
2009 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/decreto/d6975.htm
2012 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2012/decreto/d7718.htm
2015 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2015/decreto/d8604.htm
2012 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2012/decreto/d7734.htm
2009 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/decreto/d6900.htm
2014 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2014/decreto/d8336.htm
2008 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/decreto/d6669.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9752.htm
2018 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9449.htm
2010 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/decreto/d7204.htm
2000 http://www.planalto.gov.br/ccivil_03/decreto/d3465.htm
2017 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/decreto/d9152.htm
2000 http://www.planalto.gov.br/ccivil_03/decreto/d3602.htm
2000 http://www.planalto.gov.br/ccivil_03/decreto/d3381.htm
2000 http://www.planalto.gov.br/ccivil_03/decreto/d3713.htm
2017 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/decreto/d9063.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5851.htm
2009 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/decreto/d6762.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4346.htm
2014 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2014/decreto/d8356.htm
2008 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/decreto/d6411.htm
2013 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2013/decreto/d7988.htm
2017 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/decreto/d8958.htm
2018 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9534.htm
2011 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2011/decreto/d7597.htm
2014 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2014/decreto/d8333.htm
2005 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2005/decreto/d5625.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d10008.htm
2016 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2016/decreto/d8718.htm
2003 http://www.planalto.gov.br/ccivil_03/decreto/2003/d4589.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9780.htm
2000 http://www.planalto.gov.br/ccivil_03/decreto/d3636.htm
2008 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/decreto/d6585.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4124.htm
2001 http://www.planalto.gov.br/ccivil_03/decreto/2001/d3832.htm
2009 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/decreto/d6883.htm
2001 http://www.planalto.gov.br/ccivil_03/decreto/2001/d3728.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5809.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5898.htm
2001 http://www.planalto.gov.br/ccivil_03/decreto/2001/d3752.htm
2015 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2015/decreto/d8566.htm
2007 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2007/decreto/d6089.htm
2002 http://www.planalto.gov.br/ccivil_03/decreto/2002/d4196.htm
2009 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/decreto/d6943.htm
2013 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2013/decreto/d7906.htm
2011 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2011/decreto/d7650.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5670.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9724.htm
2004 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2004/decreto/d5108.htm
2009 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/decreto/d6880.htm
2008 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/decreto/d6541.htm
2011 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2011/decreto/d7585.htm
2009 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/decreto/d6839.htm
2015 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2015/decreto/d8501.htm
2017 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/decreto/d9136.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5828.htm
2001 http://www.planalto.gov.br/ccivil_03/decreto/2001/d3816.htm
2003 http://www.planalto.gov.br/ccivil_03/decreto/2003/d4581.htm
2004 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2004/decreto/d5107.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5956.htm
2000 http://www.planalto.gov.br/ccivil_03/decreto/d3671.htm
2011 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2011/decreto/d7491.htm
2012 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2012/decreto/d7668.htm
2003 http://www.planalto.gov.br/ccivil_03/decreto/2003/d4789.htm
2016 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2016/decreto/d8899.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9771.htm
2005 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2005/decreto/d5359.htm
2018 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9552.htm
2000 http://www.planalto.gov.br/ccivil_03/decreto/d3388.htm
2012 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2012/decreto/d7783.htm
2013 http://www.planalto.gov.br/ccivil_03/_ato2011-2014/2013/decreto/d7918.htm
2016 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2016/decreto/d8802.htm
2006 http://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/decreto/d5745.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d10018.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d9836.htm
2009 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/decreto/d6851.htm
2017 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/decreto/d9080.htm
2016 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2016/decreto/d8636.htm
2018 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9427.htm
2003 http://www.planalto.gov.br/ccivil_03/decreto/2003/d4836.htm
2003 http://www.planalto.gov.br/ccivil_03/decreto/2003/d4906.htm
2018 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9422.htm
2018 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/d9591.htm
2019 http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/decreto/d10033.htm
2000 http://www.planalto.gov.br/ccivil_03/decreto/d3525.htm
2000 http://www.planalto.gov.br/ccivil_03/decreto/d3529.htm
2009 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/decreto/d6926.htm
2015 http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2015/decreto/d8524.htm
2010 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/decreto/d7365.htm
2007 http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2007/decreto/d6279.htm
